Tipo_Producto,Ingresos,Gastos,Cod_Pais,Continente,Pais,Trimestre,Anio
Tablets,22958.94,19480.32,CHE,Europa,Suiza,T2,2019
TV,13951.13,7609.71,CHE,Europa,Suiza,T2,2019
Accesorios,52087.09,45233.52,CHL,América,Chile,T2,2019
Aplicaciones,76101.26,44392.4,CHL,América,Chile,T2,2019
Celulares,187513.51,155183.6,CHL,América,Chile,T2,2019
Musica,96062.25,60483.64,CHL,América,Chile,T2,2019
PC,300502.42,267480.18,CHL,América,Chile,T2,2019
Tablets,75610.29,64154.18,CHL,América,Chile,T2,2019
TV,35894.62,20288.27,CHL,América,Chile,T2,2019
Accesorios,3333036.3,3123377.56,CHN,Asia,China,T2,2019
Aplicaciones,5140784.78,3398629.94,CHN,Asia,China,T2,2019
Celulares,10178063.84,8935005.22,CHN,Asia,China,T2,2019
Musica,5072011.73,3106607.19,CHN,Asia,China,T2,2019
PC,26147095.02,24334625.93,CHN,Asia,China,T2,2019
Tablets,4724397.24,4185520.68,CHN,Asia,China,T2,2019
TV,2071764.36,1186555.95,CHN,Asia,China,T2,2019
Accesorios,58565.21,46613.12,CMR,África,Camerún,T2,2019
Aplicaciones,82095.87,47889.26,CMR,África,Camerún,T2,2019
Celulares,186379.82,163924.42,CMR,África,Camerún,T2,2019
Musica,94144.07,62762.71,CMR,África,Camerún,T2,2019
PC,394060.19,354256.13,CMR,África,Camerún,T2,2019
Tablets,73167.67,62247.13,CMR,África,Camerún,T2,2019
TV,39015.86,22052.44,CMR,África,Camerún,T2,2019
Accesorios,119510.11,104382.25,COL,América,Colombia,T2,2019
Aplicaciones,183406.6,112865.6,COL,América,Colombia,T2,2019
Celulares,383256.56,336517.95,COL,América,Colombia,T2,2019
Musica,221403.19,145057.26,COL,América,Colombia,T2,2019
PC,868315.64,756993.12,COL,América,Colombia,T2,2019
Tablets,142492.82,128243.54,COL,América,Colombia,T2,2019
TV,79616.33,52162.43,COL,América,Colombia,T2,2019
Accesorios,9873.45,8421.47,CRI,América,Costa Rica,T2,2019
Aplicaciones,15482.04,9031.19,CRI,América,Costa Rica,T2,2019
Celulares,51811.18,43029.62,CRI,América,Costa Rica,T2,2019
Musica,18622.52,10157.74,CRI,América,Costa Rica,T2,2019
PC,93445.16,76758.52,CRI,América,Costa Rica,T2,2019
Tablets,16559.9,14779.27,CRI,América,Costa Rica,T2,2019
TV,6822.59,4295.71,CRI,América,Costa Rica,T2,2019
Accesorios,22435.78,18121.21,CZE,Europa,República Checa,T2,2019
Aplicaciones,36062.89,22192.55,CZE,Europa,República Checa,T2,2019
Celulares,95103.89,84172.41,CZE,Europa,República Checa,T2,2019
Musica,40553.74,23656.35,CZE,Europa,República Checa,T2,2019
PC,119408.22,103900.66,CZE,Europa,República Checa,T2,2019
Tablets,35235.21,30537.18,CZE,Europa,República Checa,T2,2019
TV,14864.09,8107.69,CZE,Europa,República Checa,T2,2019
Accesorios,949292.47,785734.05,DEU,Europa,Alemania,T2,2019
Aplicaciones,1514061.41,896100.05,DEU,Europa,Alemania,T2,2019
Celulares,3517966.21,2853191.91,DEU,Europa,Alemania,T2,2019
Musica,1746143.81,999331.54,DEU,Europa,Alemania,T2,2019
PC,6645047.29,5257521.75,DEU,Europa,Alemania,T2,2019
Tablets,1325327.99,965204.39,DEU,Europa,Alemania,T2,2019
TV,642205.91,351731.24,DEU,Europa,Alemania,T2,2019
Accesorios,24404.64,21904.0,DOM,América,República Dominicana,T2,2019
Aplicaciones,43646.77,26664.21,DOM,América,República Dominicana,T2,2019
Celulares,80483.4,69681.68,DOM,América,República Dominicana,T2,2019
Musica,42186.46,27315.74,DOM,América,República Dominicana,T2,2019
PC,171941.8,168120.87,DOM,América,República Dominicana,T2,2019
Tablets,29942.37,28933.79,DOM,América,República Dominicana,T2,2019
TV,16051.14,9616.73,DOM,América,República Dominicana,T2,2019
Accesorios,98694.4,97707.45,DZA,África,Argelia,T2,2019
Aplicaciones,169828.85,116006.17,DZA,África,Argelia,T2,2019
Celulares,343546.91,308428.78,DZA,África,Argelia,T2,2019
Musica,171120.32,106779.08,DZA,África,Argelia,T2,2019
PC,714359.44,678857.94,DZA,África,Argelia,T2,2019
Tablets,115693.17,97304.05,DZA,África,Argelia,T2,2019
TV,67574.54,42166.51,DZA,África,Argelia,T2,2019
Accesorios,35535.23,33425.32,ECU,América,Ecuador,T2,2019
Aplicaciones,68357.84,46273.0,ECU,América,Ecuador,T2,2019
Celulares,161349.14,136728.45,ECU,América,Ecuador,T2,2019
Musica,60917.53,41667.59,ECU,América,Ecuador,T2,2019
PC,186559.94,168824.63,ECU,América,Ecuador,T2,2019
Tablets,45571.89,44796.2,ECU,América,Ecuador,T2,2019
TV,27384.94,16097.59,ECU,América,Ecuador,T2,2019
Accesorios,223587.76,183341.97,EGY,África,Egipto,T2,2019
Aplicaciones,369686.63,252865.65,EGY,África,Egipto,T2,2019
Celulares,1101109.63,994095.54,EGY,África,Egipto,T2,2019
Musica,359309.46,256596.51,EGY,África,Egipto,T2,2019
PC,1264236.99,1136562.94,EGY,África,Egipto,T2,2019
Tablets,259906.59,217193.64,EGY,África,Egipto,T2,2019
TV,131454.68,75043.48,EGY,África,Egipto,T2,2019
Accesorios,100731.72,100657.1,ESP,Europa,España,T2,2019
Aplicaciones,169524.11,98940.43,ESP,Europa,España,T2,2019
Celulares,324356.13,304298.24,ESP,Europa,España,T2,2019
Musica,190052.42,133233.3,ESP,Europa,España,T2,2019
PC,737173.02,669774.34,ESP,Europa,España,T2,2019
Tablets,129397.39,118087.1,ESP,Europa,España,T2,2019
TV,80819.63,56127.84,ESP,Europa,España,T2,2019
Accesorios,15483.88,15417.24,FIN,Europa,Finlandia,T2,2019
Aplicaciones,30201.77,21745.27,FIN,Europa,Finlandia,T2,2019
Celulares,89969.47,81228.0,FIN,Europa,Finlandia,T2,2019
Musica,29170.99,20065.47,FIN,Europa,Finlandia,T2,2019
PC,102977.11,87817.53,FIN,Europa,Finlandia,T2,2019
Tablets,22853.21,20119.61,FIN,Europa,Finlandia,T2,2019
TV,11904.04,7856.67,FIN,Europa,Finlandia,T2,2019
Accesorios,172289.18,170566.28,FRA,Europa,Francia,T2,2019
Aplicaciones,280199.83,169987.9,FRA,Europa,Francia,T2,2019
Celulares,566447.14,534078.74,FRA,Europa,Francia,T2,2019
Musica,269644.36,168303.02,FRA,Europa,Francia,T2,2019
PC,828801.61,758813.92,FRA,Europa,Francia,T2,2019
Tablets,239319.61,234398.39,FRA,Europa,Francia,T2,2019
TV,99163.92,62214.58,FRA,Europa,Francia,T2,2019
Accesorios,129931.16,108968.97,GBR,Europa,Reino Unido,T2,2019
Aplicaciones,209311.59,143977.54,GBR,Europa,Reino Unido,T2,2019
Celulares,542232.39,499475.09,GBR,Europa,Reino Unido,T2,2019
Musica,281075.57,162731.1,GBR,Europa,Reino Unido,T2,2019
PC,839798.95,724775.68,GBR,Europa,Reino Unido,T2,2019
Tablets,215873.08,191391.09,GBR,Europa,Reino Unido,T2,2019
TV,97402.42,63460.83,GBR,Europa,Reino Unido,T2,2019
Accesorios,29736.97,29506.55,GRC,Europa,Grecia,T2,2019
Aplicaciones,59151.87,38028.24,GRC,Europa,Grecia,T2,2019
Celulares,133211.93,123090.72,GRC,Europa,Grecia,T2,2019
Musica,68271.12,47352.85,GRC,Europa,Grecia,T2,2019
PC,190524.05,186490.68,GRC,Europa,Grecia,T2,2019
Tablets,53898.25,49216.21,GRC,Europa,Grecia,T2,2019
TV,26816.81,18438.04,GRC,Europa,Grecia,T2,2019
Accesorios,38882.81,40489.97,GTM,América,Guatemala,T2,2019
Aplicaciones,64895.96,52773.4,GTM,América,Guatemala,T2,2019
Celulares,124530.09,130021.09,GTM,América,Guatemala,T2,2019
Musica,91693.8,70648.49,GTM,América,Guatemala,T2,2019
PC,361381.43,331716.27,GTM,América,Guatemala,T2,2019
Tablets,48757.81,49611.87,GTM,América,Guatemala,T2,2019
TV,29301.2,22315.79,GTM,América,Guatemala,T2,2019
Accesorios,19190.73,16961.3,HUN,Europa,Hungría,T2,2019
Aplicaciones,30912.01,22389.81,HUN,Europa,Hungría,T2,2019
Celulares,82596.89,73207.57,HUN,Europa,Hungría,T2,2019
Musica,36482.72,23326.1,HUN,Europa,Hungría,T2,2019
PC,124392.9,123880.77,HUN,Europa,Hungría,T2,2019
Tablets,27904.35,28902.53,HUN,Europa,Hungría,T2,2019
TV,13496.22,9819.85,HUN,Europa,Hungría,T2,2019
Accesorios,479991.65,458058.97,IDN,Asia,Indonesia,T2,2019
Aplicaciones,800967.66,514701.82,IDN,Asia,Indonesia,T2,2019
Celulares,2901282.84,2819870.64,IDN,Asia,Indonesia,T2,2019
Musica,1097123.76,770180.88,IDN,Asia,Indonesia,T2,2019
PC,4747553.75,4635863.15,IDN,Asia,Indonesia,T2,2019
Tablets,662729.58,660070.38,IDN,Asia,Indonesia,T2,2019
TV,417117.34,253228.15,IDN,Asia,Indonesia,T2,2019
Accesorios,1284217.91,1016672.51,IND,Asia,India,T2,2019
Aplicaciones,1757749.58,1081692.05,IND,Asia,India,T2,2019
Celulares,6548100.1,5357536.45,IND,Asia,India,T2,2019
Musica,2374012.39,1294915.85,IND,Asia,India,T2,2019
PC,10640662.67,10354258.22,IND,Asia,India,T2,2019
Tablets,1539734.13,1331661.95,IND,Asia,India,T2,2019
TV,871165.36,508179.8,IND,Asia,India,T2,2019
Accesorios,10190.5,8947.76,IRL,Europa,Irlanda,T2,2019
Aplicaciones,19415.99,12481.71,IRL,Europa,Irlanda,T2,2019
Celulares,37414.75,30612.07,IRL,Europa,Irlanda,T2,2019
Musica,19944.83,12821.68,IRL,Europa,Irlanda,T2,2019
PC,89926.68,75184.6,IRL,Europa,Irlanda,T2,2019
Tablets,15485.86,13174.54,IRL,Europa,Irlanda,T2,2019
TV,7754.65,5080.63,IRL,Europa,Irlanda,T2,2019
Accesorios,202847.05,158749.86,IRN,Asia,Irán,T2,2019
Aplicaciones,333457.19,218471.95,IRN,Asia,Irán,T2,2019
Celulares,908834.31,779000.84,IRN,Asia,Irán,T2,2019
Musica,397858.8,250503.69,IRN,Asia,Irán,T2,2019
PC,1203910.39,1159430.62,IRN,Asia,Irán,T2,2019
Tablets,305944.22,253195.22,IRN,Asia,Irán,T2,2019
TV,144845.47,91199.0,IRN,Asia,Irán,T2,2019
Accesorios,21389.89,17195.79,ISR,Asia,Israel,T2,2019
Aplicaciones,35572.31,20106.09,ISR,Asia,Israel,T2,2019
Celulares,70128.27,56642.07,ISR,Asia,Israel,T2,2019
Musica,37330.64,22972.7,ISR,Asia,Israel,T2,2019
PC,106716.93,90547.7,ISR,Asia,Israel,T2,2019
Tablets,26825.02,21350.53,ISR,Asia,Israel,T2,2019
TV,13985.7,8990.8,ISR,Asia,Israel,T2,2019
Accesorios,138215.1,116276.2,ITA,Europa,Italia,T2,2019
Aplicaciones,202715.48,124747.99,ITA,Europa,Italia,T2,2019
Celulares,649476.79,581110.81,ITA,Europa,Italia,T2,2019
Musica,245941.58,147564.95,ITA,Europa,Italia,T2,2019
PC,868780.64,679915.28,ITA,Europa,Italia,T2,2019
Tablets,185822.52,149386.74,ITA,Europa,Italia,T2,2019
TV,102287.63,62946.23,ITA,Europa,Italia,T2,2019
Accesorios,233445.79,188552.37,JPN,Asia,Japón,T2,2019
Aplicaciones,413662.9,260454.42,JPN,Asia,Japón,T2,2019
Celulares,1067180.76,957162.13,JPN,Asia,Japón,T2,2019
Musica,472098.55,309305.95,JPN,Asia,Japón,T2,2019
PC,1336784.33,1201755.61,JPN,Asia,Japón,T2,2019
Tablets,340467.86,268027.89,JPN,Asia,Japón,T2,2019
TV,197196.45,111458.86,JPN,Asia,Japón,T2,2019
Accesorios,97056.26,90313.41,KEN,África,Kenia,T2,2019
Aplicaciones,173127.39,95377.45,KEN,África,Kenia,T2,2019
Celulares,430636.19,391170.29,KEN,África,Kenia,T2,2019
Musica,170819.02,95037.49,KEN,África,Kenia,T2,2019
PC,788395.49,720806.08,KEN,África,Kenia,T2,2019
Tablets,159148.16,127252.21,KEN,África,Kenia,T2,2019
TV,83462.06,52080.33,KEN,África,Kenia,T2,2019
Accesorios,109625.23,97487.01,KOR,Asia,República de Corea,T2,2019
Aplicaciones,172558.23,114185.94,KOR,Asia,República de Corea,T2,2019
Celulares,380332.41,332225.5,KOR,Asia,República de Corea,T2,2019
Musica,190166.21,117522.72,KOR,Asia,República de Corea,T2,2019
PC,873576.02,791603.47,KOR,Asia,República de Corea,T2,2019
Tablets,155735.0,144939.73,KOR,Asia,República de Corea,T2,2019
TV,89311.29,59044.68,KOR,Asia,República de Corea,T2,2019
Accesorios,251063.82,210893.61,MEX,América,México,T2,2019
Aplicaciones,420925.49,271982.62,MEX,América,México,T2,2019
Celulares,1159458.39,1078906.54,MEX,América,México,T2,2019
Musica,531418.43,309377.95,MEX,América,México,T2,2019
PC,1288287.1,1205668.69,MEX,América,México,T2,2019
Tablets,381857.55,341345.54,MEX,América,México,T2,2019
TV,163095.17,89850.61,MEX,América,México,T2,2019
Accesorios,67892.82,61804.37,MYS,Asia,Malasia,T2,2019
Aplicaciones,121274.19,81839.17,MYS,Asia,Malasia,T2,2019
Celulares,338019.56,305080.64,MYS,Asia,Malasia,T2,2019
Musica,109188.45,70123.25,MYS,Asia,Malasia,T2,2019
PC,382817.34,331439.22,MYS,Asia,Malasia,T2,2019
Tablets,79833.77,72939.03,MYS,Asia,Malasia,T2,2019
TV,40579.62,25721.23,MYS,Asia,Malasia,T2,2019
Accesorios,393212.77,360610.95,NGA,África,Nigeria,T2,2019
Aplicaciones,676325.96,443476.6,NGA,África,Nigeria,T2,2019
Celulares,1537104.46,1314875.63,NGA,África,Nigeria,T2,2019
Musica,794827.52,526289.37,NGA,África,Nigeria,T2,2019
PC,2775964.78,2223856.23,NGA,África,Nigeria,T2,2019
Tablets,534452.99,442396.19,NGA,África,Nigeria,T2,2019
TV,264189.83,180013.48,NGA,África,Nigeria,T2,2019
Accesorios,10466.85,9763.3,NOR,Europa,Noruega,T2,2019
Aplicaciones,19766.53,13342.41,NOR,Europa,Noruega,T2,2019
Celulares,56072.41,48084.55,NOR,Europa,Noruega,T2,2019
Musica,21381.7,12722.11,NOR,Europa,Noruega,T2,2019
PC,88630.58,73031.6,NOR,Europa,Noruega,T2,2019
Tablets,14053.95,12465.08,NOR,Europa,Noruega,T2,2019
TV,7895.25,5224.48,NOR,Europa,Noruega,T2,2019
Accesorios,81085.5,64084.06,PER,América,Perú,T2,2019
Aplicaciones,130405.55,86313.57,PER,América,Perú,T2,2019
Celulares,274985.62,215649.42,PER,América,Perú,T2,2019
Musica,186019.69,110845.69,PER,América,Perú,T2,2019
PC,643186.71,573593.91,PER,América,Perú,T2,2019
Tablets,99863.2,84270.99,PER,América,Perú,T2,2019
TV,47793.47,25526.93,PER,América,Perú,T2,2019
Accesorios,215250.46,194886.32,PHL,Asia,Filipinas,T2,2019
Aplicaciones,339869.15,219607.76,PHL,Asia,Filipinas,T2,2019
Celulares,846887.07,769273.62,PHL,Asia,Filipinas,T2,2019
Musica,358750.77,203509.53,PHL,Asia,Filipinas,T2,2019
PC,1589541.88,1453952.04,PHL,Asia,Filipinas,T2,2019
Tablets,267668.97,223734.34,PHL,Asia,Filipinas,T2,2019
TV,137393.91,94517.54,PHL,Asia,Filipinas,T2,2019
Accesorios,81702.32,69209.77,POL,Europa,Polonia,T2,2019
Aplicaciones,127291.7,82648.68,POL,Europa,Polonia,T2,2019
Celulares,330130.5,267038.9,POL,Europa,Polonia,T2,2019
Musica,187990.98,117306.37,POL,Europa,Polonia,T2,2019
PC,410162.14,366715.34,POL,Europa,Polonia,T2,2019
Tablets,126893.91,117467.51,POL,Europa,Polonia,T2,2019
TV,57515.65,38436.32,POL,Europa,Polonia,T2,2019
Accesorios,21086.71,18388.33,PRT,Europa,Portugal,T2,2019
Aplicaciones,35028.92,22275.8,PRT,Europa,Portugal,T2,2019
Celulares,115747.73,99899.19,PRT,Europa,Portugal,T2,2019
Musica,41596.84,23823.64,PRT,Europa,Portugal,T2,2019
PC,177479.85,154241.08,PRT,Europa,Portugal,T2,2019
Tablets,32765.51,27382.61,PRT,Europa,Portugal,T2,2019
TV,16134.53,10787.09,PRT,Europa,Portugal,T2,2019
Accesorios,297613.19,251826.54,RUS,Asia,Rusia,T2,2019
Aplicaciones,473253.76,297974.59,RUS,Asia,Rusia,T2,2019
Celulares,1443423.96,1365223.47,RUS,Asia,Rusia,T2,2019
Musica,611620.32,393184.49,RUS,Asia,Rusia,T2,2019
PC,2366268.79,2337620.34,RUS,Asia,Rusia,T2,2019
Tablets,369162.14,290617.0,RUS,Asia,Rusia,T2,2019
TV,240170.38,147797.15,RUS,Asia,Rusia,T2,2019
Accesorios,91731.03,72608.63,SDN,África,Sudán,T2,2019
Aplicaciones,129726.12,71608.82,SDN,África,Sudán,T2,2019
Celulares,362375.45,297537.52,SDN,África,Sudán,T2,2019
Musica,196625.25,111320.14,SDN,África,Sudán,T2,2019
PC,503993.45,437354.31,SDN,África,Sudán,T2,2019
Tablets,144234.97,125631.6,SDN,África,Sudán,T2,2019
TV,66738.86,33854.8,SDN,África,Sudán,T2,2019
Accesorios,15766.66,14190.0,SVK,Europa,Eslovaquia,T2,2019
Aplicaciones,27630.69,16117.9,SVK,Europa,Eslovaquia,T2,2019
Celulares,59800.7,49997.31,SVK,Europa,Eslovaquia,T2,2019
Musica,39491.03,25387.09,SVK,Europa,Eslovaquia,T2,2019
PC,130814.03,108259.89,SVK,Europa,Eslovaquia,T2,2019
Tablets,24991.34,21471.43,SVK,Europa,Eslovaquia,T2,2019
TV,10530.94,5952.27,SVK,Europa,Eslovaquia,T2,2019
Accesorios,20233.01,16916.13,SWE,Europa,Suecia,T2,2019
Aplicaciones,33635.77,19620.87,SWE,Europa,Suecia,T2,2019
Celulares,106683.16,94959.74,SWE,Europa,Suecia,T2,2019
Musica,35923.92,22618.77,SWE,Europa,Suecia,T2,2019
PC,165025.52,134465.23,SWE,Europa,Suecia,T2,2019
Tablets,27867.11,24549.59,SWE,Europa,Suecia,T2,2019
TV,14527.69,8716.62,SWE,Europa,Suecia,T2,2019
Accesorios,162270.26,133801.79,THA,Asia,Tailandia,T2,2019
Aplicaciones,258998.13,166498.8,THA,Asia,Tailandia,T2,2019
Celulares,819715.73,670676.51,THA,Asia,Tailandia,T2,2019
Musica,342725.97,193714.68,THA,Asia,Tailandia,T2,2019
PC,1204733.73,948407.4,THA,Asia,Tailandia,T2,2019
Tablets,198781.06,162639.05,THA,Asia,Tailandia,T2,2019
TV,126010.18,79339.75,THA,Asia,Tailandia,T2,2019
Accesorios,167005.42,141312.28,TUR,Asia,Turquía,T2,2019
Aplicaciones,290062.05,190040.66,TUR,Asia,Turquía,T2,2019
Celulares,810467.5,696317.15,TUR,Asia,Turquía,T2,2019
Musica,388111.2,226398.2,TUR,Asia,Turquía,T2,2019
PC,898561.79,751256.58,TUR,Asia,Turquía,T2,2019
Tablets,264960.53,233417.61,TUR,Asia,Turquía,T2,2019
TV,110370.74,72311.86,TUR,Asia,Turquía,T2,2019
Accesorios,128937.43,114450.07,TZA,África,Tanzania,T2,2019
Aplicaciones,183083.35,106798.62,TZA,África,Tanzania,T2,2019
Celulares,442340.07,380038.65,TZA,África,Tanzania,T2,2019
Musica,256782.16,145137.74,TZA,África,Tanzania,T2,2019
PC,665940.55,598673.83,TZA,África,Tanzania,T2,2019
Tablets,193612.11,156379.01,TZA,África,Tanzania,T2,2019
TV,98859.04,65906.03,TZA,África,Tanzania,T2,2019
Accesorios,92660.74,83008.58,UKR,Europa,Ucrania,T2,2019
Aplicaciones,188566.41,123543.51,UKR,Europa,Ucrania,T2,2019
Celulares,407240.06,355690.68,UKR,Europa,Ucrania,T2,2019
Musica,169446.04,108929.6,UKR,Europa,Ucrania,T2,2019
PC,621302.14,537342.39,UKR,Europa,Ucrania,T2,2019
Tablets,129576.38,103661.11,UKR,Europa,Ucrania,T2,2019
TV,75017.91,46164.86,UKR,Europa,Ucrania,T2,2019
Accesorios,3215952.87,2472966.32,USA,América,Estados Unidos,T2,2019
Aplicaciones,5543583.08,2892304.21,USA,América,Estados Unidos,T2,2019
Celulares,15543772.18,13009461.5,USA,América,Estados Unidos,T2,2019
Musica,5338265.18,2785181.83,USA,América,Estados Unidos,T2,2019
PC,18223732.89,15536679.65,USA,América,Estados Unidos,T2,2019
Tablets,4379736.92,3748333.2,USA,América,Estados Unidos,T2,2019
TV,2435429.74,1526251.32,USA,América,Estados Unidos,T2,2019
Accesorios,79926.05,71686.25,VEN,América,Venezuela,T2,2019
Aplicaciones,119363.24,78203.5,VEN,América,Venezuela,T2,2019
Celulares,299887.81,268971.54,VEN,América,Venezuela,T2,2019
Musica,133405.97,83996.35,VEN,América,Venezuela,T2,2019
PC,566975.39,465729.79,VEN,América,Venezuela,T2,2019
Tablets,90716.06,78116.61,VEN,América,Venezuela,T2,2019
TV,48969.53,30832.67,VEN,América,Venezuela,T2,2019
Accesorios,58293.95,47884.32,YEM,Asia,Yemen,T2,2019
Aplicaciones,99322.5,54175.91,YEM,Asia,Yemen,T2,2019
Celulares,273572.5,240611.96,YEM,Asia,Yemen,T2,2019
Musica,142407.6,87635.45,YEM,Asia,Yemen,T2,2019
PC,410358.75,346240.2,YEM,Asia,Yemen,T2,2019
Tablets,100929.66,78988.43,YEM,Asia,Yemen,T2,2019
TV,43925.73,28237.97,YEM,Asia,Yemen,T2,2019
Accesorios,123843.85,108724.58,ZAF,África,Sudáfrica,T2,2019
Aplicaciones,235258.92,151052.45,ZAF,África,Sudáfrica,T2,2019
Celulares,591326.48,512116.23,ZAF,África,Sudáfrica,T2,2019
Musica,252450.92,134009.36,ZAF,África,Sudáfrica,T2,2019
PC,713448.25,562604.91,ZAF,África,Sudáfrica,T2,2019
Tablets,193620.17,155942.13,ZAF,África,Sudáfrica,T2,2019
TV,96242.29,55018.51,ZAF,África,Sudáfrica,T2,2019
Accesorios,11883.16,10892.89,NZL,Oceanía,Nueva Zelanda,T2,2019
Aplicaciones,21499.28,12208.04,NZL,Oceanía,Nueva Zelanda,T2,2019
Celulares,60105.5,51236.84,NZL,Oceanía,Nueva Zelanda,T2,2019
Musica,22680.48,12361.56,NZL,Oceanía,Nueva Zelanda,T2,2019
PC,62059.77,50400.28,NZL,Oceanía,Nueva Zelanda,T2,2019
Tablets,16414.94,15187.04,NZL,Oceanía,Nueva Zelanda,T2,2019
TV,8858.66,5462.72,NZL,Oceanía,Nueva Zelanda,T2,2019
Accesorios,64032.82,51477.36,AGO,África,Angola,T2,2020
Aplicaciones,103163.98,61898.39,AGO,África,Angola,T2,2020
Celulares,350757.54,306912.85,AGO,África,Angola,T2,2020
Musica,106290.16,70860.11,AGO,África,Angola,T2,2020
PC,471166.85,396378.46,AGO,África,Angola,T2,2020
Tablets,82639.21,66747.06,AGO,África,Angola,T2,2020
TV,40265.53,24778.79,AGO,África,Angola,T2,2020
Accesorios,95172.05,84357.04,ARG,América,Argentina,T2,2020
Aplicaciones,135405.13,85255.08,ARG,América,Argentina,T2,2020
Celulares,368602.85,296327.78,ARG,América,Argentina,T2,2020
Musica,196796.44,107343.51,ARG,América,Argentina,T2,2020
PC,546399.52,466046.65,ARG,América,Argentina,T2,2020
Tablets,116987.3,100032.62,ARG,América,Argentina,T2,2020
TV,71233.07,45792.69,ARG,América,Argentina,T2,2020
Accesorios,56276.29,43614.13,AUS,Oceanía,Australia,T2,2020
Aplicaciones,111680.09,60307.25,AUS,Oceanía,Australia,T2,2020
Celulares,244181.89,178298.85,AUS,Oceanía,Australia,T2,2020
Musica,140553.48,73790.58,AUS,Oceanía,Australia,T2,2020
PC,369403.37,276113.37,AUS,Oceanía,Australia,T2,2020
Tablets,72214.19,52249.09,AUS,Oceanía,Australia,T2,2020
TV,46927.46,24636.92,AUS,Oceanía,Australia,T2,2020
Accesorios,18271.44,15008.69,AUT,Europa,Austria,T2,2020
Aplicaciones,30659.82,20087.47,AUT,Europa,Austria,T2,2020
Celulares,68297.39,54637.91,AUT,Europa,Austria,T2,2020
Musica,46061.03,26034.5,AUT,Europa,Austria,T2,2020
PC,173738.98,155256.11,AUT,Europa,Austria,T2,2020
Tablets,31740.78,28434.44,AUT,Europa,Austria,T2,2020
TV,14331.58,8360.09,AUT,Europa,Austria,T2,2020
Accesorios,31889.36,24956.89,BEL,Europa,Bélgica,T2,2020
Aplicaciones,48204.85,30988.83,BEL,Europa,Bélgica,T2,2020
Celulares,130570.62,111082.47,BEL,Europa,Bélgica,T2,2020
Musica,56211.76,30660.96,BEL,Europa,Bélgica,T2,2020
PC,174552.31,152457.08,BEL,Europa,Bélgica,T2,2020
Tablets,48486.75,39670.98,BEL,Europa,Bélgica,T2,2020
TV,21847.79,14565.19,BEL,Europa,Bélgica,T2,2020
Accesorios,394028.21,354227.38,BRA,América,Brasil,T2,2020
Aplicaciones,674197.61,393281.94,BRA,América,Brasil,T2,2020
Celulares,1442033.78,1296373.81,BRA,América,Brasil,T2,2020
Musica,865220.27,471938.33,BRA,América,Brasil,T2,2020
PC,2414568.2,1990959.74,BRA,América,Brasil,T2,2020
Tablets,687592.27,607639.68,BRA,América,Brasil,T2,2020
TV,279855.61,152648.52,BRA,América,Brasil,T2,2020
Accesorios,1121785.51,877919.09,CAN,América,Canadá,T2,2020
Aplicaciones,2115995.4,1410663.6,CAN,América,Canadá,T2,2020
Celulares,5289988.51,4575125.2,CAN,América,Canadá,T2,2020
Musica,2257652.0,1505101.33,CAN,América,Canadá,T2,2020
PC,5450291.19,4703675.96,CAN,América,Canadá,T2,2020
Tablets,1348947.07,1084447.64,CAN,América,Canadá,T2,2020
TV,703492.6,410370.69,CAN,América,Canadá,T2,2020
Accesorios,17151.68,14244.62,CHE,Europa,Suiza,T2,2020
Aplicaciones,30267.67,16509.64,CHE,Europa,Suiza,T2,2020
Celulares,84925.81,72793.55,CHE,Europa,Suiza,T2,2020
Musica,33259.92,20941.43,CHE,Europa,Suiza,T2,2020
PC,143399.31,128461.88,CHE,Europa,Suiza,T2,2020
Tablets,24230.91,21758.37,CHE,Europa,Suiza,T2,2020
TV,11570.58,6749.5,CHE,Europa,Suiza,T2,2020
Accesorios,50083.74,43405.91,CHL,América,Chile,T2,2020
Aplicaciones,83413.48,47146.75,CHL,América,Chile,T2,2020
Celulares,158372.9,141524.72,CHL,América,Chile,T2,2020
Musica,83413.48,48657.87,CHL,América,Chile,T2,2020
PC,304405.05,266354.42,CHL,América,Chile,T2,2020
Tablets,64928.5,55910.65,CHL,América,Chile,T2,2020
TV,30963.26,19904.95,CHL,América,Chile,T2,2020
Accesorios,2264230.91,2037807.82,CHN,Asia,China,T2,2020
Aplicaciones,3782922.36,2383241.09,CHN,Asia,China,T2,2020
Celulares,8676912.83,7845375.35,CHN,Asia,China,T2,2020
Musica,4682258.61,3221071.01,CHN,Asia,China,T2,2020
PC,20340959.58,16813750.63,CHN,Asia,China,T2,2020
Tablets,3794490.94,3098834.26,CHN,Asia,China,T2,2020
TV,1582651.19,1046308.29,CHN,Asia,China,T2,2020
Accesorios,53457.78,47889.26,CMR,África,Camerún,T2,2020
Aplicaciones,88981.33,57202.29,CMR,África,Camerún,T2,2020
Celulares,213831.11,190588.6,CMR,África,Camerún,T2,2020
Musica,111226.67,70031.6,CMR,África,Camerún,T2,2020
PC,293449.07,253793.79,CMR,África,Camerún,T2,2020
Tablets,89269.3,74391.08,CMR,África,Camerún,T2,2020
TV,34566.68,22221.44,CMR,África,Camerún,T2,2020
Accesorios,105450.1,90385.8,COL,América,Colombia,T2,2020
Aplicaciones,205822.97,129592.24,COL,América,Colombia,T2,2020
